CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES,SIGMA
Horace,Archanea,1453.13,204.0,131.0,146.0,97.0,93.0,109.0,112.0,76.0,55.0,0.94
Count Hevring,Fodlan,1453.11,,,,,,,121.0,57.0,25.0,0.97
Gotoh,Archanea,1453.09,132.0,217.0,386.0,239.0,121.0,131.0,106.0,30.0,24.0,0.95
Tanith,Tellius,1453.07,359.0,344.0,454.0,179.0,116.0,60.0,43.0,51.0,49.0,0.91
Seforia,Elyos,1453.04,,,,,,,,68.0,42.0,0.99
Tethys,Magvel,1453.01,518.0,1167.0,807.0,112.0,55.0,64.0,46.0,43.0,29.0,0.97
Jagen,Archanea,1452.99,907.0,211.0,294.0,155.0,66.0,73.0,61.0,65.0,38.0,0.95
Fiona,Tellius,1452.95,212.0,155.0,155.0,75.0,76.0,111.0,82.0,94.0,70.0,0.94
Yen'fay,Ylisse,1452.94,436.0,317.0,317.0,201.0,144.0,78.0,51.0,37.0,18.0,0.92
Frey,Archanea,1452.83,248.0,161.0,166.0,110.0,64.0,90.0,60.0,63.0,84.0,0.96
Zola,Fates,1452.76,375.0,193.0,200.0,103.0,74.0,102.0,83.0,75.0,52.0,0.97
Saias,Jugdral,1452.7,155.0,225.0,128.0,113.0,99.0,84.0,92.0,76.0,72.0,0.97
Trec,Elibe,1452.69,192.0,95.0,105.0,145.0,104.0,131.0,73.0,116.0,102.0,0.93
Guinivere (FE07),Elibe,1452.67,367.0,324.0,364.0,215.0,88.0,126.0,56.0,39.0,33.0,0.96
Percy,Fates,1452.67,373.0,200.0,220.0,121.0,70.0,124.0,78.0,48.0,55.0,0.94
Tina,Jugdral,1452.66,68.0,69.0,102.0,72.0,115.0,307.0,336.0,25.0,11.0,0.91
Matthis,Archanea,1452.64,214.0,105.0,127.0,483.0,178.0,824.0,20.0,23.0,6.0,0.92
Travant,Jugdral,1452.59,232.0,260.0,463.0,110.0,71.0,72.0,49.0,35.0,38.0,0.95
Mustafa,Ylisse,1452.52,1017.0,473.0,437.0,295.0,51.0,47.0,30.0,31.0,24.0,0.91
Gilbert,Fodlan,1452.47,,,,120.0,84.0,119.0,67.0,70.0,73.0,0.96
Coirpre,Jugdral,1452.46,36.0,16.0,43.0,28.0,25.0,37.0,235.0,164.0,157.0,0.88
Cervantes,Ylisse,1452.38,864.0,323.0,360.0,149.0,88.0,123.0,21.0,14.0,12.0,0.91
Marcus (FE06),Elibe,1452.31,232.0,143.0,182.0,114.0,98.0,111.0,58.0,57.0,58.0,0.93
Sedgar,Archanea,1452.3,328.0,190.0,232.0,135.0,82.0,50.0,49.0,63.0,45.0,0.95
Marisha,Archanea,1452.29,110.0,102.0,133.0,83.0,78.0,82.0,89.0,95.0,94.0,0.94
Phina,Archanea,1452.27,196.0,270.0,227.0,51.0,46.0,68.0,98.0,38.0,43.0,0.96
Roshea,Archanea,1452.14,240.0,157.0,212.0,154.0,142.0,45.0,43.0,53.0,34.0,0.99
Shannam,Jugdral,1452.12,63.0,80.0,97.0,96.0,105.0,109.0,100.0,76.0,64.0,0.95
Jubelo,Archanea,1451.96,135.0,78.0,48.0,37.0,32.0,86.0,105.0,104.0,179.0,0.94
Eyvel,Jugdral,1451.91,165.0,337.0,321.0,106.0,56.0,101.0,74.0,47.0,51.0,0.94
Bantu,Archanea,1451.89,348.0,558.0,516.0,120.0,42.0,44.0,52.0,24.0,30.0,0.95
Bors,Elibe,1451.84,205.0,123.0,111.0,44.0,90.0,196.0,101.0,90.0,18.0,0.92
Dagdar,Jugdral,1451.8,97.0,61.0,87.0,101.0,160.0,111.0,64.0,66.0,38.0,0.92
Shiva,Jugdral,1451.75,155.0,112.0,170.0,125.0,83.0,113.0,51.0,71.0,74.0,0.95
Yatsufusa/Gharnef,TMS #FE,1451.62,,,,162.0,69.0,93.0,73.0,34.0,32.0,0.97
Clive,Valentia,1451.61,75.0,209.0,171.0,107.0,86.0,73.0,67.0,50.0,65.0,0.98
Devdan,Tellius,1451.58,223.0,171.0,247.0,127.0,93.0,90.0,49.0,41.0,45.0,0.95
Hawkeye,Elibe,1451.57,456.0,216.0,239.0,133.0,63.0,61.0,57.0,59.0,20.0,0.96
Syrene,Magvel,1451.51,208.0,152.0,175.0,105.0,101.0,122.0,78.0,51.0,19.0,0.97
Daisy,Jugdral,1451.48,101.0,97.0,94.0,272.0,50.0,55.0,60.0,96.0,48.0,1.03
Silvia,Jugdral,1451.33,203.0,274.0,188.0,91.0,64.0,71.0,60.0,60.0,65.0,0.94
Lifis,Jugdral,1451.3,179.0,91.0,177.0,118.0,186.0,43.0,56.0,35.0,71.0,0.96
Miranda,Jugdral,1451.3,238.0,240.0,299.0,211.0,51.0,66.0,37.0,29.0,40.0,0.95
Caellach,Magvel,1451.3,171.0,257.0,229.0,199.0,38.0,54.0,36.0,33.0,57.0,0.98
Rainbow Sage,Fates,1451.28,428.0,230.0,284.0,86.0,46.0,79.0,41.0,48.0,35.0,0.97
Geese,Elibe,1451.16,267.0,232.0,261.0,187.0,51.0,57.0,23.0,41.0,25.0,0.96
Count Gloucester,Fodlan,1451.09,,,,,,,97.0,36.0,19.0,0.94
Jarod,Tellius,1451.07,146.0,181.0,123.0,72.0,118.0,116.0,75.0,86.0,23.0,0.93
Tomas (FE01/11),Archanea,1451.05,125.0,101.0,83.0,93.0,71.0,100.0,92.0,72.0,81.0,0.97
Elbert,Elibe,1451.04,,,,,65.0,64.0,56.0,72.0,54.0,1.0
Fargus,Elibe,1451.01,,,,,150.0,164.0,95.0,20.0,11.0,0.95
Hyacinth,Elyos,1450.97,,,,,,,,38.0,46.0,0.97
Kyle,Magvel,1450.95,262.0,127.0,136.0,110.0,82.0,127.0,81.0,70.0,16.0,0.96
Bastian,Tellius,1450.91,190.0,126.0,179.0,143.0,83.0,139.0,104.0,10.0,16.0,0.96
Saul,Elibe,1450.84,290.0,213.0,202.0,142.0,152.0,30.0,39.0,19.0,19.0,0.98
Lene,Jugdral,1450.74,143.0,127.0,245.0,95.0,85.0,85.0,51.0,54.0,49.0,0.97
Lombard,Jugdral,1450.7,73.0,69.0,125.0,116.0,80.0,79.0,62.0,52.0,66.0,0.94
Rafiel,Tellius,1450.64,149.0,408.0,377.0,317.0,30.0,41.0,28.0,29.0,25.0,0.97
Eremiya,Archanea,1450.6,126.0,220.0,366.0,288.0,39.0,74.0,33.0,43.0,29.0,0.95
Siegbert,Fates,1450.57,459.0,317.0,173.0,91.0,69.0,40.0,34.0,34.0,24.0,0.98
Riku/Abel,TMS #FE,1450.5,,,,164.0,78.0,87.0,43.0,30.0,33.0,0.99
Díthorba (Dithorba),Jugdral,1450.35,,,,,41.0,22.0,128.0,30.0,25.0,0.95
Randolph,Fodlan,1450.33,,,,176.0,76.0,76.0,69.0,42.0,29.0,1.0
Ronan,Jugdral,1450.24,133.0,233.0,167.0,423.0,60.0,46.0,44.0,26.0,52.0,0.94
Ryan,Archanea,1450.2,141.0,104.0,86.0,73.0,68.0,88.0,86.0,43.0,42.0,1.01
Desaix,Valentia,1450.19,59.0,54.0,57.0,30.0,17.0,17.0,791.0,82.0,23.0,0.9
Douglas,Elibe,1450.17,152.0,93.0,118.0,67.0,42.0,56.0,44.0,72.0,44.0,0.97
Anna (FE10),Tellius,1450.1,523.0,236.0,560.0,139.0,38.0,54.0,38.0,17.0,16.0,0.95
Merlinus (FE06),Elibe,1450.05,318.0,164.0,272.0,1456.0,30.0,19.0,12.0,10.0,29.0,0.91
Dozla,Magvel,1450.03,397.0,290.0,326.0,85.0,45.0,41.0,35.0,26.0,19.0,0.95
Arran,Archanea,1450.02,211.0,124.0,172.0,85.0,58.0,60.0,71.0,64.0,52.0,0.99
Jorge,Tellius,1449.97,39.0,21.0,1598.0,6728.0,27.0,6.0,18.0,4.0,5.0,0.88
Claud,Jugdral,1449.9,40.0,26.0,78.0,158.0,72.0,71.0,76.0,76.0,61.0,0.98
Raydrik,Jugdral,1449.84,50.0,56.0,65.0,51.0,280.0,37.0,36.0,39.0,39.0,0.97
Fred,Jugdral,1449.81,36.0,50.0,155.0,64.0,30.0,128.0,39.0,50.0,53.0,0.96
Salem,Jugdral,1449.81,118.0,107.0,108.0,152.0,140.0,120.0,21.0,28.0,15.0,0.95
Largo,Tellius,1449.63,196.0,112.0,138.0,59.0,68.0,77.0,44.0,43.0,35.0,0.99
Acheron,Fodlan,1449.62,,,,89.0,98.0,87.0,37.0,32.0,40.0,1.0
Juno,Elibe,1449.61,108.0,65.0,106.0,145.0,136.0,43.0,64.0,28.0,22.0,0.97
Jamke,Jugdral,1449.57,245.0,231.0,104.0,68.0,67.0,59.0,35.0,41.0,51.0,0.95
Gharnef,Archanea,1449.57,346.0,560.0,255.0,128.0,59.0,61.0,34.0,21.0,24.0,0.94
Jahn,Elibe,1449.56,60.0,68.0,63.0,85.0,60.0,72.0,64.0,72.0,60.0,0.95
Galle,Elibe,1449.52,273.0,255.0,301.0,185.0,36.0,27.0,28.0,28.0,27.0,0.99
Aimee,Tellius,1449.51,120.0,93.0,117.0,57.0,81.0,75.0,42.0,44.0,34.0,0.99
Cain (FE05),Jugdral,1449.49,55.0,16.0,38.0,21.0,45.0,45.0,56.0,107.0,79.0,0.96
Aida,Jugdral,1449.45,82.0,94.0,145.0,94.0,61.0,72.0,77.0,43.0,40.0,0.99
Daniela,Fates,1449.43,,,,,27.0,59.0,51.0,43.0,52.0,1.01
Excellus,Ylisse,1449.38,254.0,116.0,113.0,73.0,57.0,60.0,40.0,31.0,50.0,1.01
Iucharba,Jugdral,1449.3,98.0,59.0,62.0,68.0,59.0,39.0,46.0,43.0,83.0,0.97
Marla,Valentia,1449.28,,241.0,348.0,147.0,63.0,105.0,76.0,16.0,7.0,0.98
Linda,Jugdral,1449.15,75.0,76.0,99.0,69.0,57.0,37.0,78.0,56.0,70.0,1.01
Gareth,Tellius,1449.12,198.0,116.0,128.0,84.0,62.0,60.0,51.0,42.0,28.0,0.99
Eda,Jugdral,1449.11,115.0,96.0,112.0,95.0,72.0,47.0,40.0,59.0,53.0,0.96
Bartre (FE06),Elibe,1449.04,159.0,291.0,157.0,79.0,52.0,62.0,39.0,31.0,34.0,1.0
Fado,Magvel,1449.04,104.0,118.0,187.0,105.0,43.0,83.0,46.0,28.0,30.0,0.98
Ignatius,Fates,1448.91,214.0,140.0,137.0,52.0,43.0,57.0,44.0,47.0,42.0,1.01
Roger,Archanea,1448.48,88.0,81.0,63.0,49.0,51.0,44.0,40.0,32.0,72.0,0.99
Phila,Ylisse,1448.48,,,,,161.0,182.0,20.0,17.0,17.0,0.98
Karin,Jugdral,1448.43,168.0,105.0,135.0,130.0,110.0,115.0,18.0,26.0,18.0,0.97
Ilios,Jugdral,1448.15,106.0,83.0,71.0,50.0,47.0,58.0,44.0,53.0,67.0,1.03
Renning,Tellius,1448.15,153.0,130.0,166.0,92.0,50.0,82.0,40.0,40.0,23.0,1.03
Cord,Archanea,1448.12,233.0,102.0,128.0,112.0,72.0,60.0,41.0,28.0,41.0,0.99
Dryas,Jugdral,1448.06,,,,,58.0,37.0,45.0,56.0,25.0,1.01
Nobu/Gangrel,TMS #FE,1448.05,,,,98.0,47.0,75.0,42.0,19.0,29.0,1.04
Gazak,Fates,1448.04,,,,,59.0,65.0,41.0,34.0,37.0,1.03
Bryce,Tellius,1448.0,,,,,61.0,49.0,49.0,35.0,45.0,0.98
Bord,Archanea,1447.98,268.0,84.0,125.0,83.0,54.0,55.0,33.0,27.0,39.0,1.01
Bartre (FE07),Elibe,1447.92,228.0,176.0,135.0,62.0,46.0,42.0,25.0,22.0,24.0,1.02
Annand,Jugdral,1447.77,109.0,120.0,200.0,153.0,103.0,27.0,16.0,23.0,21.0,1.02
Emperor Ionius IX,Fodlan,1447.67,,,,94.0,52.0,83.0,43.0,46.0,13.0,1.06
Kumagera,Fates,1447.66,,,,,43.0,45.0,50.0,30.0,36.0,0.99
Osian,Jugdral,1447.65,240.0,327.0,493.0,54.0,26.0,23.0,11.0,25.0,20.0,1.0
Perne,Jugdral,1447.56,63.0,30.0,50.0,40.0,59.0,57.0,55.0,10.0,46.0,1.02
Vigarde,Magvel,1447.46,,,,,74.0,118.0,44.0,13.0,10.0,1.0
Manfroy,Jugdral,1447.39,70.0,55.0,103.0,113.0,53.0,40.0,36.0,33.0,39.0,0.99
Rennac,Magvel,1447.23,206.0,138.0,137.0,155.0,117.0,25.0,14.0,13.0,10.0,1.0
Hawk,Jugdral,1447.11,75.0,38.0,55.0,40.0,47.0,67.0,38.0,71.0,63.0,1.01
Alec,Jugdral,1447.04,142.0,62.0,101.0,68.0,36.0,44.0,40.0,22.0,48.0,1.0
Tanya,Jugdral,1446.94,143.0,111.0,207.0,67.0,41.0,47.0,26.0,38.0,16.0,1.0
Larum,Elibe,1446.9,131.0,218.0,238.0,47.0,44.0,48.0,29.0,25.0,14.0,1.0
Reptor,Jugdral,1446.71,106.0,49.0,80.0,61.0,46.0,46.0,44.0,34.0,27.0,1.09
Ralf,Jugdral,1446.61,53.0,48.0,55.0,65.0,52.0,74.0,48.0,37.0,29.0,1.05
Lawson,Valentia,1446.41,,130.0,81.0,47.0,33.0,51.0,23.0,25.0,36.0,1.0
Fuga,Fates,1446.14,225.0,124.0,133.0,53.0,27.0,35.0,37.0,9.0,7.0,1.05
Darros,Archanea,1446.08,157.0,128.0,166.0,106.0,25.0,37.0,22.0,19.0,7.0,1.04
Rickard,Archanea,1446.07,102.0,77.0,104.0,95.0,85.0,68.0,17.0,19.0,23.0,1.09
Iuchar,Jugdral,1446.06,92.0,65.0,103.0,88.0,48.0,39.0,39.0,30.0,44.0,1.08
Deen (FE05),Jugdral,1446.06,56.0,53.0,66.0,56.0,46.0,44.0,40.0,54.0,41.0,1.06
Selphina,Jugdral,1445.91,59.0,48.0,72.0,56.0,42.0,99.0,33.0,42.0,39.0,1.05
Kyza,Tellius,1445.91,142.0,94.0,115.0,77.0,70.0,32.0,20.0,32.0,11.0,1.08
Ishtore,Jugdral,1445.88,60.0,31.0,49.0,62.0,35.0,50.0,48.0,40.0,30.0,1.08
Glade,Jugdral,1445.86,17.0,535.0,104.0,70.0,22.0,53.0,22.0,20.0,19.0,1.15
Nealuchi,Tellius,1445.84,92.0,61.0,130.0,69.0,52.0,42.0,48.0,25.0,28.0,1.1
Zephiel (FE07),Elibe,1445.73,104.0,231.0,236.0,99.0,33.0,43.0,24.0,23.0,7.0,1.04
Danved,Tellius,1445.7,140.0,115.0,171.0,91.0,37.0,44.0,35.0,23.0,16.0,1.03
Hans,Fates,1445.63,272.0,104.0,106.0,69.0,70.0,54.0,15.0,17.0,14.0,1.02
Irma,Valentia,1445.6,,80.0,102.0,58.0,21.0,65.0,53.0,38.0,22.0,1.07
Lester,Jugdral,1445.52,32.0,46.0,60.0,60.0,25.0,42.0,23.0,29.0,42.0,1.06
Sleuf,Jugdral,1445.51,30.0,36.0,38.0,27.0,70.0,27.0,30.0,40.0,31.0,1.14
Amid,Jugdral,1445.48,36.0,13.0,26.0,22.0,51.0,58.0,56.0,17.0,34.0,1.06
Brighton,Jugdral,1445.42,61.0,49.0,73.0,55.0,56.0,44.0,30.0,49.0,23.0,1.1
Safy,Jugdral,1445.31,45.0,59.0,96.0,29.0,41.0,45.0,98.0,12.0,18.0,1.05
Hicks,Jugdral,1445.26,41.0,9.0,42.0,187.0,50.0,43.0,34.0,29.0,24.0,1.07
Creidne,Jugdral,1445.09,65.0,19.0,51.0,48.0,40.0,54.0,35.0,58.0,30.0,1.09
Belf,Archanea,1445.04,62.0,35.0,30.0,24.0,103.0,47.0,39.0,18.0,16.0,1.08
Duke Aegir,Fodlan,1445.03,,,,254.0,55.0,62.0,20.0,9.0,9.0,1.02
Ymir (FE01/11),Archanea,1445.02,139.0,130.0,147.0,76.0,26.0,35.0,29.0,18.0,11.0,1.01
Nomah,Valentia,1444.74,97.0,58.0,73.0,34.0,22.0,37.0,33.0,31.0,26.0,1.11
Valtome,Tellius,1444.69,55.0,56.0,61.0,31.0,26.0,48.0,21.0,26.0,31.0,1.08
Robert,Jugdral,1444.59,48.0,28.0,23.0,59.0,52.0,61.0,30.0,36.0,28.0,1.07
Kostas,Fodlan,1444.53,,,,107.0,68.0,37.0,19.0,12.0,5.0,1.14
Daichi,Fates,1444.53,,,,,37.0,58.0,30.0,24.0,18.0,1.12
Hannibal,Jugdral,1444.48,104.0,72.0,96.0,54.0,19.0,36.0,23.0,26.0,21.0,1.07
Rufus,Fodlan,1444.34,,,,,,,39.0,19.0,15.0,1.12
Xavier,Jugdral,1444.28,55.0,53.0,61.0,46.0,35.0,36.0,32.0,21.0,35.0,1.08
Dolph,Archanea,1444.22,109.0,64.0,74.0,46.0,37.0,42.0,20.0,26.0,24.0,1.13
Sandima,Jugdral,1444.18,64.0,37.0,42.0,26.0,20.0,40.0,6.0,10.0,50.0,1.06
Lang,Archanea,1444.14,96.0,70.0,108.0,44.0,37.0,41.0,27.0,25.0,34.0,1.1
Bloom,Jugdral,1443.99,18.0,7.0,67.0,35.0,14.0,12.0,65.0,31.0,36.0,1.05
Beck,Archanea,1443.71,119.0,71.0,75.0,56.0,36.0,26.0,16.0,25.0,34.0,1.13
Byron,Jugdral,1443.55,45.0,45.0,95.0,74.0,37.0,48.0,18.0,26.0,24.0,1.09
Dalsin,Jugdral,1443.51,39.0,25.0,35.0,99.0,56.0,37.0,20.0,28.0,27.0,1.08
Astolfo,Elibe,1443.25,64.0,53.0,38.0,66.0,45.0,32.0,36.0,31.0,31.0,1.09
Jeanne,Jugdral,1443.24,54.0,51.0,63.0,35.0,16.0,25.0,48.0,22.0,30.0,1.12
Teru/Garrick,TMS #FE,1443.16,,,,52.0,20.0,46.0,17.0,8.0,16.0,1.16
Barthe,Elibe,1443.11,117.0,54.0,57.0,30.0,18.0,21.0,15.0,18.0,26.0,1.18
Troude,Jugdral,1443.02,33.0,21.0,61.0,23.0,25.0,21.0,18.0,49.0,24.0,1.12
Shiharam,Tellius,1442.91,,,,,52.0,20.0,15.0,16.0,11.0,1.18
Kuen/Excellus,TMS #FE,1442.86,,,,67.0,28.0,36.0,18.0,11.0,25.0,1.1
Chagall,Jugdral,1442.82,35.0,26.0,52.0,21.0,23.0,16.0,18.0,25.0,54.0,1.09
Ward (Wade),Elibe,1442.79,71.0,38.0,29.0,41.0,38.0,33.0,22.0,29.0,20.0,1.12
Garret,Elibe,1442.75,52.0,40.0,36.0,21.0,16.0,23.0,44.0,48.0,20.0,1.06
Macellan,Archanea,1442.65,86.0,61.0,68.0,48.0,11.0,28.0,23.0,20.0,16.0,1.09
Count Varley,Fodlan,1442.5,,,,,,,34.0,16.0,14.0,1.11
Hilda (FE04),Jugdral,1442.14,32.0,44.0,51.0,73.0,66.0,58.0,17.0,8.0,6.0,1.14
Andrey,Jugdral,1442.04,100.0,46.0,56.0,53.0,26.0,24.0,17.0,21.0,28.0,1.11
Bertram,Tellius,1441.82,97.0,105.0,129.0,52.0,39.0,19.0,7.0,3.0,15.0,1.11
Brian,Jugdral,1441.49,40.0,44.0,55.0,67.0,41.0,36.0,12.0,21.0,21.0,1.2
Roderick,Archanea,1441.34,69.0,57.0,64.0,39.0,28.0,26.0,18.0,18.0,18.0,1.16
Dayan,Elibe,1441.16,39.0,27.0,31.0,40.0,30.0,26.0,21.0,23.0,27.0,1.17
Chouten/Pheros,TMS #FE,1441.08,,,,36.0,23.0,47.0,13.0,13.0,16.0,1.16
Aelfric,Fodlan,1441.05,,,,,69.0,29.0,25.0,8.0,3.0,1.16
Massena,Valentia,1440.85,,48.0,45.0,34.0,14.0,30.0,34.0,23.0,25.0,1.14
Blake,Valentia,1440.56,,49.0,39.0,29.0,15.0,22.0,18.0,15.0,19.0,1.21
Boah,Archanea,1440.53,118.0,76.0,103.0,48.0,19.0,25.0,11.0,17.0,13.0,1.22
Durban,Elibe,1440.52,,,,,32.0,33.0,17.0,20.0,16.0,1.14
Chikaomi/Lon'qu,TMS #FE,1440.45,,,,62.0,28.0,27.0,21.0,12.0,15.0,1.21
Solon,Fodlan,1440.45,,,,86.0,45.0,11.0,8.0,11.0,8.0,1.27
Dalvin,Jugdral,1440.12,35.0,15.0,29.0,11.0,14.0,22.0,5.0,41.0,20.0,1.23
Yoder,Elibe,1439.88,52.0,30.0,33.0,19.0,6.0,45.0,20.0,21.0,21.0,1.18
Tristan,Jugdral,1439.87,50.0,34.0,51.0,27.0,21.0,20.0,6.0,12.0,28.0,1.21
Slayde,Valentia,1439.65,,52.0,62.0,37.0,31.0,32.0,18.0,15.0,6.0,1.24
Senno,Fates,1439.36,,,,,18.0,23.0,19.0,15.0,17.0,1.22
Lonato,Fodlan,1439.19,,,,35.0,17.0,22.0,21.0,5.0,14.0,1.17
Halvan,Jugdral,1438.99,102.0,36.0,28.0,22.0,17.0,12.0,25.0,8.0,10.0,1.22
Lloyd (FE14),Fates,1438.94,,,,,24.0,30.0,13.0,8.0,15.0,1.21
Munnir,Jugdral,1438.71,44.0,22.0,34.0,22.0,21.0,15.0,42.0,11.0,16.0,1.3
Tatarrah,Valentia,1438.68,,57.0,67.0,29.0,18.0,19.0,7.0,3.0,11.0,1.21
Warren,Archanea,1438.59,47.0,40.0,37.0,31.0,30.0,25.0,35.0,19.0,21.0,1.26
Riev,Magvel,1438.36,48.0,58.0,51.0,28.0,32.0,24.0,9.0,8.0,4.0,1.2
Daniel,Tellius,1438.28,29.0,25.0,22.0,12.0,51.0,25.0,14.0,4.0,9.0,1.3
Hermina,Jugdral,1438.14,34.0,21.0,21.0,22.0,20.0,8.0,44.0,26.0,7.0,1.28
Pallardó (Pallardo),Fodlan,1437.94,,,,51.0,16.0,21.0,21.0,6.0,9.0,1.3
Lord Arundel,Fodlan,1437.87,,,,38.0,18.0,22.0,5.0,13.0,12.0,1.29
Asaello,Jugdral,1437.74,36.0,24.0,28.0,23.0,22.0,18.0,12.0,20.0,11.0,1.3
Alva,Jugdral,1437.43,57.0,40.0,38.0,25.0,27.0,18.0,12.0,10.0,14.0,1.29
Luke,Archanea,1437.34,75.0,44.0,58.0,39.0,12.0,24.0,6.0,11.0,5.0,1.3
Murdock (FE07),Elibe,1437.24,,,,,35.0,28.0,9.0,8.0,5.0,1.41
Conomor,Jugdral,1437.14,27.0,30.0,44.0,18.0,11.0,30.0,19.0,14.0,12.0,1.36
Kasatai,Tellius,1437.12,,,,,8.0,32.0,8.0,8.0,13.0,1.29
Zelot,Elibe,1437.03,60.0,34.0,47.0,26.0,18.0,16.0,8.0,8.0,8.0,1.4
Kutuzov,Jugdral,1436.98,58.0,27.0,38.0,25.0,15.0,19.0,8.0,16.0,10.0,1.25
Deimne,Jugdral,1436.86,27.0,18.0,19.0,43.0,13.0,24.0,15.0,12.0,17.0,1.33
Malledus,Archanea,1436.83,43.0,37.0,33.0,21.0,8.0,11.0,22.0,16.0,5.0,1.35
Hellene,Elibe,1436.74,,,,,20.0,25.0,13.0,14.0,13.0,1.34
Reiden,Archanea,1436.63,46.0,30.0,31.0,52.0,9.0,8.0,6.0,6.0,8.0,1.35
Tarba,Fates,1436.22,,,,,18.0,13.0,17.0,7.0,12.0,1.33
Ludveck,Tellius,1436.05,,,,,23.0,11.0,8.0,12.0,11.0,1.33
Charlot,Jugdral,1435.99,28.0,15.0,26.0,22.0,33.0,19.0,12.0,13.0,11.0,1.41
Izuka,Tellius,1435.24,33.0,36.0,28.0,12.0,15.0,14.0,13.0,13.0,13.0,1.4
Muston,Tellius,1435.02,39.0,21.0,30.0,14.0,16.0,15.0,7.0,1.0,18.0,1.41
Cimbaeth,Jugdral,1434.35,27.0,25.0,30.0,16.0,13.0,18.0,6.0,16.0,7.0,1.4
Lundgren,Elibe,1430.99,,,,,9.0,7.0,3.0,6.0,10.0,1.74
Garth,Valentia,1430.6,,7.0,41.0,16.0,7.0,7.0,5.0,3.0,3.0,1.74
Grieth,Valentia,755.48,43.0,38.0,48.0,19.0,14.0,18.0,12.0,7.0,18.0,0.93
Zhara,Fates,755.23,,,,,25.0,18.0,19.0,8.0,6.0,1.01
Llewelyn,Fates,754.73,,,,,18.0,15.0,7.0,11.0,20.0,0.96
Funke,Fates,754.44,,,,,18.0,14.0,8.0,12.0,19.0,0.96
Lekain,Tellius,754.39,,,,,6.0,16.0,16.0,20.0,14.0,0.97
Dice,Archanea,752.52,80.0,23.0,31.0,45.0,11.0,13.0,11.0,3.0,23.0,0.85
Jerome,Valentia,752.11,,40.0,28.0,13.0,29.0,7.0,21.0,6.0,11.0,0.85
Gwendal,Fodlan,751.7,,,,28.0,17.0,14.0,8.0,4.0,6.0,0.9
Veld,Jugdral,751.66,45.0,37.0,34.0,13.0,26.0,17.0,3.0,15.0,2.0,0.86
Dolth,Valentia,751.64,,46.0,32.0,24.0,2.0,21.0,8.0,4.0,5.0,0.86
Frost,Archanea,751.34,29.0,20.0,11.0,59.0,17.0,11.0,36.0,13.0,6.0,0.86
Barth,Valentia,751.16,,21.0,49.0,21.0,12.0,16.0,9.0,6.0,2.0,0.84
Hetzel,Tellius,751.02,33.0,36.0,20.0,12.0,12.0,16.0,9.0,6.0,7.0,0.84
Hayden,Magvel,750.89,30.0,21.0,32.0,11.0,10.0,16.0,7.0,11.0,16.0,0.84
Roberto,Archanea,749.63,50.0,22.0,21.0,19.0,11.0,15.0,7.0,3.0,7.0,0.84
Alder,Tellius,749.57,,,,,2.0,13.0,1.0,39.0,10.0,0.94
Desmond,Elibe,748.92,,,,,11.0,7.0,4.0,11.0,10.0,0.93
Numida,Tellius,747.76,,,,,11.0,10.0,4.0,14.0,4.0,0.95
Scipio,Jugdral,747.58,28.0,17.0,19.0,19.0,12.0,12.0,8.0,4.0,5.0,0.88
Halcyon,Valentia,747.37,,26.0,18.0,11.0,8.0,11.0,6.0,11.0,5.0,0.88
Tomas (FE16),Fodlan,746.72,,,,42.0,9.0,12.0,6.0,4.0,3.0,0.94
Danann,Jugdral,745.85,18.0,14.0,16.0,136.0,3.0,8.0,5.0,3.0,5.0,0.98
